Câu Hỏi,Trả lời
"Khi làm thêm trong ngày lễ 30/4/2024, nhân viên được trả tiền lương như thế nào theo quy định hiện hành (kể cả làm đêm và làm thêm giờ)?","Tại Điều 98 Bộ luật Lao động 2019 có quy định về tiền lương làm thêm giờ, làm việc vào ban đêm như sau:

Điều 98. Tiền lương làm thêm giờ, làm việc vào ban đêm
1. Người lao động làm thêm giờ được trả lương tính theo đơn giá tiền lương hoặc tiền lương thực trả theo công việc đang làm như sau:
a) Vào ngày thường, ít nhất bằng 150%;
b) Vào ngày nghỉ hằng tuần, ít nhất bằng 200%;
c) Vào ngày nghỉ lễ, tết, ngày nghỉ có hưởng lương, ít nhất bằng 300% chưa kể tiền lương ngày lễ, tết, ngày nghỉ có hưởng lương đối với người lao động hưởng lương ngày.
2. Người lao động làm việc vào ban đêm thì được trả thêm ít nhất bằng 30% tiền lương tính theo đơn giá tiền lương hoặc tiền lương thực trả theo công việc của ngày làm việc bình thường.
3. Người lao động làm thêm giờ vào ban đêm thì ngoài việc trả lương theo quy định tại khoản 1 và khoản 2 Điều này, người lao động còn được trả thêm 20% tiền lương tính theo đơn giá tiền lương hoặc tiền lương theo công việc làm vào ban ngày của ngày làm việc bình thường hoặc của ngày nghỉ hằng tuần hoặc của ngày nghỉ lễ, tết.
4. Chính phủ quy định chi tiết Điều này.

Do đó, nếu người lao động đi làm thêm vào dịp lễ ngày 30 tháng 4 năm 2024 thì được tính lương như sau:
- Người lao động làm thêm giờ vào ngày 30 tháng 4 năm 2024 được hưởng ít nhất bằng 300% chưa kể tiền lương ngày lễ, tết, ngày nghỉ có hưởng lương đối với người lao động hưởng lương ngày.
- Ngoài ra, nếu người lao động làm thêm giờ vào ban đêm vào ngày 30 tháng 4 năm 2024 thì ngoài việc được trả lương làm thêm vào dịp lễ, lương làm việc vào ban đêm thì người lao động còn được trả thêm 20% tiền lương tính theo đơn giá tiền lương hoặc tiền lương theo công việc làm vào ban ngày của ngày làm việc bình thường hoặc của ngày nghỉ hằng tuần hoặc của ngày nghỉ lễ, tết.

Đồng thời, người lao động làm việc vào ban đêm thì được trả thêm ít nhất bằng 30% tiền lương tính theo đơn giá tiền lương hoặc tiền lương thực trả theo công việc của ngày làm việc bình thường."
"Định nghĩa pháp lý của ""công ty tài chính tổng hợp"" theo Luật Các tổ chức tín dụng 2024 là gì?","Căn cứ tại khoản 13 Điều 4 Luật Các tổ chức tín dụng 2024 (có hiệu lực từ 01/7/2024) có quy định như sau:Điều 4. Giải thích từ ngữTrong Luật này, các từ ngữ dưới đây được hiểu như sau:...13. Công ty tài chính tổng hợp là loại hình tổ chức tín dụng phi ngân hàng thực hiện các hoạt động theo quy định tại Mục 3 Chương V của Luật này....Như vậy, công ty tài chính tổng hợp là loại hình tổ chức tín dụng phi ngân hàng thực hiện các hoạt động theo quy định tại Mục 3 Chương 5 của Luật Các tổ chức tín dụng 2024."
Những loại hoạt động nào công ty tài chính tổng hợp được phép thực hiện theo quy định của Luật Các tổ chức tín dụng 2024?,"Công ty tài chính tổng hợp thực hiện các hoạt động theo quy định tại Mục 3 Chương 5 của Luật Các tổ chức tín dụng 2024. Cụ thể, các hoạt động đó bao gồm:[1] Hoạt động ngân hàng được quy định tại Điều 115 Luật Các tổ chức tín dụng 2024- Nhận tiền gửi không kỳ hạn, tiền gửi có kỳ hạn của tổ chức.- Phát hành chứng chỉ tiền gửi để huy động vốn của tổ chức.- Cho vay.- Bảo lãnh ngân hàng.- Chiết khấu, tái chiết khấu.- Phát hành thẻ tín dụng, bao thanh toán, cho thuê tài chính.- Hình thức cấp tín dụng khác theo quy định của Thống đốc Ngân hàng Nhà nước.[2] Hoạt động vay, nhận tiền gửi, mua, bán giấy tờ có giá được quy định tại Điều 116 Luật Các tổ chức tín dụng 2024:- Công ty tài chính tổng hợp được vay Ngân hàng Nhà nước dưới hình thức tái cấp vốn theo quy định của Luật Ngân hàng Nhà nước Việt Nam 2010.- Công ty tài chính tổng hợp được mua, bán giấy tờ có giá với Ngân hàng Nhà nước theo quy định của Luật Ngân hàng Nhà nước Việt Nam 2010.- Công ty tài chính tổng hợp được cho vay, vay, gửi tiền, nhận tiền gửi, mua, bán có kỳ hạn giấy tờ có giá với tổ chức tín dụng, chi nhánh ngân hàng nước ngoài theo quy định của Thống đốc Ngân hàng Nhà nước.- Công ty tài chính tổng hợp được vay nước ngoài theo quy định của pháp luật.[3] Hoạt động mở tài khoản được quy định tại Điều 117 Luật Các tổ chức tín dụng 2024:- Công ty tài chính tổng hợp có hoạt động nhận tiền gửi phải mở tài khoản thanh toán tại Ngân hàng Nhà nước và duy trì số tiền dự trữ bắt buộc trên tài khoản này.- Công ty tài chính tổng hợp được mở tài khoản thanh toán tại ngân hàng thương mại, chi nhánh ngân hàng nước ngoài.- Công ty tài chính tổng hợp được phép thực hiện hoạt động phát hành thẻ tín dụng được mở tài khoản tại ngân hàng nước ngoài theo quy định của pháp luật về ngoại hối.- Công ty tài chính tổng hợp được mở tài khoản tiền gửi, tài khoản quản lý tiền vay cho khách hàng.[4] Hoạt động góp vốn, mua cổ phần được quy định tại Điều 118 Luật Các tổ chức tín dụng 2024, cụ thể:- Công ty tài chính tổng hợp chỉ được dùng vốn điều lệ và quỹ dự trữ để góp vốn, mua cổ phần theo quy định tại khoản 2 và khoản 3 Điều 118 Luật Các tổ chức tín dụng 2024;- Công ty tài chính tổng hợp chỉ được góp vốn, mua cổ phần của doanh nghiệp, quỹ đầu tư.- Công ty tài chính tổng hợp chỉ được thành lập, mua lại công ty con, công ty liên kết hoạt động trong lĩnh vực bảo hiểm, chứng khoán, quản lý nợ và khai thác tài sản sau khi được Ngân hàng Nhà nước chấp thuận bằng văn bản.- Thống đốc Ngân hàng Nhà nước quy định điều kiện, hồ sơ, thủ tục chấp thuận việc thành lập, mua lại công ty con, công ty liên kết của công ty tài chính tổng hợp; điều kiện tăng vốn tại công ty con, công ty liên kết của công ty tài chính tổng hợp; hoạt động của công ty con, công ty liên kết của công ty tài chính tổng hợp trong lĩnh vực quản lý nợ và khai thác tài sản.- Công ty tài chính tổng hợp thành lập công ty con, công ty liên kết theo quy định của Luật Các tổ chức tín dụng 2024 và quy định khác của pháp luật có liên quan.[5] Các hoạt động kinh doanh khác quy định tại Điều 119 Luật Các tổ chức tín dụng 2024, cụ thể:- Công ty tài chính tổng hợp được thực hiện các hoạt động kinh doanh khác sau đây theo quy định của Thống đốc Ngân hàng Nhà nước:+ Nhận vốn ủy thác của tổ chức, cá nhân để thực hiện hoạt động cấp tín dụng được phép; ủy thác vốn cho tổ chức tín dụng khác thực hiện hoạt động cấp tín dụng của công ty tài chính tổng hợp đó;+ Mua, bán tín phiếu Ngân hàng Nhà nước, trái phiếu doanh nghiệp; mua, bán giấy tờ có giá khác, trừ mua, bán giấy tờ có giá quy định tại điểm a khoản 2 Điều 119 Luật Các tổ chức tín dụng 2024;+ Kinh doanh ngoại hối, cung ứng dịch vụ ngoại hối;+ Cung ứng dịch vụ bảo quản tài sản của khách hàng;+ Dịch vụ khác liên quan đến bao thanh toán;+ Tư vấn về hoạt động ngân hàng và hoạt động kinh doanh khác quy định trong Giấy phép.- Công ty tài chính tổng hợp được thực hiện các hoạt động kinh doanh khác sau đây theo quy định của pháp luật có liên quan:+ Mua, bán công cụ nợ của Chính phủ, trái phiếu Chính phủ bảo lãnh, trái phiếu chính quyền địa phương;+ Phát hành trái phiếu để huy động vốn của tổ chức;+ Đại lý bảo hiểm theo quy định của pháp luật về kinh doanh bảo hiểm, phù hợp với phạm vi hoạt động đại lý bảo hiểm theo quy định của Thống đốc Ngân hàng Nhà nước.+ Công ty tài chính tổng hợp được thực hiện các hoạt động kinh doanh khác liên quan đến hoạt động ngân hàng ngoài các hoạt động quy định tại khoản 1 và khoản 2 Điều 119 Luật Các tổ chức tín dụng 2024 theo quy định của Thống đốc Ngân hàng Nhà nước, quy định khác của pháp luật có liên quan."
"Theo quy định pháp luật hiện hành, cơ quan nào được giao quyền cấp và thu hồi giấy phép hoạt động cho công ty tài chính tổng hợp?","Căn cứ tại khoản 1 Điều 27 Luật Các tổ chức tín dụng 2024 có quy định như sau:Điều 27. Thẩm quyền cấp, sửa đổi, bổ sung và thu hồi Giấy phép1. Ngân hàng Nhà nước có thẩm quyền cấp, sửa đổi, bổ sung và thu hồi Giấy phép theo quy định của Luật này.2. Giấy phép thành lập và hoạt động của tổ chức tín dụng đồng thời là Giấy chứng nhận đăng ký doanh nghiệp hoặc Giấy chứng nhận đăng ký hợp tác xã.3. Giấy phép thành lập chi nhánh ngân hàng nước ngoài, Giấy phép thành lập văn phòng đại diện nước ngoài đồng thời là Giấy chứng nhận đăng ký hoạt động chi nhánh ngân hàng nước ngoài, Giấy chứng nhận đăng ký hoạt động văn phòng đại diện nước ngoài.4. Thống đốc Ngân hàng Nhà nước quy định việc thông báo thông tin về cấp, sửa đổi, bổ sung, thu hồi Giấy phép; thông tin về việc bổ nhiệm Tổng giám đốc (Giám đốc) chi nhánh ngân hàng nước ngoài, Trưởng văn phòng đại diện nước ngoài và các thông tin có liên quan cho cơ quan đăng ký kinh doanh để cập nhật vào hệ thống thông tin quốc gia về đăng ký doanh nghiệp, hợp tác xã.Như vậy, Ngân hàng Nhà nước là cơ quan có thẩm quyền cấp, sửa đổi, bổ sung và thu hồi Giấy phép hoạt động của công ty tài chính tổng hợp."
Danh mục 10 văn bản được quy định để hướng dẫn thi hành Luật Các tổ chức tín dụng 2024 gồm những văn bản nào?,"Để triển khai thi hành Luật Các tổ chức tín dụng 2024 kịp thời, đồng bộ, thống nhất và hiệu quả, ngày 29/3/2024, Thủ tướng Chính phủ ban hành Quyết định 257/QĐ-TTg năm 2024 ban hành Kế hoạch triển khai Luật Các tổ chức tín dụng. Trong đó có Danh mục và phân công cơ quan chủ trì soạn thảo văn bản hướng dẫn thi hành Luật Các tổ chức tín dụng 2024.

Theo đó thì các văn bản hướng dẫn thi hành Luật Các tổ chức tín dụng 2024 gồm 10 văn bản sau:
- Nghị định của Chính phủ quy định về tổ chức và hoạt động của Ngân hàng Chính sách xã hội;
- Nghị định của Chính phủ quy định về điều kiện cấp phép của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài;
- Nghị định của Chính phủ quy định về thanh toán không dùng tiền mặt;
- Nghị định của Chính phủ quy định về chương trình tài chính vi mô của tổ chức chính trị - xã hội, tổ chức phi chính phủ;
- Nghị định của Chính phủ quy định vể tổ chức và hoạt động của Ngân hàng Phát triển Việt Nam;
- Nghị định của Chính phủ quy định về cơ chế tài chính của ngân hàng chính sách;
- Nghị định của Chính phủ quy định về chế độ tiền lương và phụ cấp đối với cán bộ, viên chức ngân hàng chính sách;
- Nghị định của Chính phủ quy định về đăng ký biến động đất đai đối với tài sản bảo đảm là quyền sử dụng đất, tài sản gắn liền với đất của khoản nợ có nguồn gốc từ khoản nợ xấu của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài;
- Nghị định của Chính phủ quy định về đăng ký thế chấp đối với quyền sử dụng đất, tài sản gắn liền với đất, tài sản gắn liền với đất hình thành trong tương lai của khoản nợ có nguồn gốc từ khoản nợ xấu của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài;
- Quyết định của Thủ tướng Chính phủ quy định về điều kiện, hồ sơ, thủ tục đề nghị chấp thuận mức cấp tín dụng tối đa vượt giới hạn của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
Kế hoạch yêu cầu trong bao lâu phải hoàn tất việc soạn thảo và ban hành 10 văn bản hướng dẫn để Luật Các tổ chức tín dụng 2024 có hiệu lực?,"Tại Tiểu mục 3 Mục 2 của Kế hoạch triển khai việc thi hành Luật Các tổ chức tín dụng 2024 được ban hành kèm theo Quyết định 257/QĐ-TTg năm 2024 có quy định về thời gian hoàn thành của việc ban hành 10 văn bản hướng dẫn thi hành Luật Các tổ chức tín dụng như sau:

II. Nội dung...3. Xây dựng văn bản quy phạm pháp luật quy định chi tiết và hướng dẫn thi hành Luật Các tổ chức tín dụng:...(iii) Thời gian hoàn thành: Thực hiện rà soát, xây dựng, trình cơ quan có thẩm quyền ban hành văn bản, đảm bảo văn bản có hiệu lực thi hành từ ngày 01 tháng 7 năm 2024.

Như vậy, thực hiện việc ban hành 10 văn bản hướng dẫn thi hành Luật Các tổ chức tín dụng 2024 không quy định cụ thể thời gian cụ thể hoàn thành mà chỉ quy định đảm bảo sao cho các văn bản này có hiệu lực từ ngày 01 tháng 07 năm 2024."
Kế hoạch triển khai Luật Các tổ chức tín dụng 2024 quy định nguồn và cơ chế bố trí kinh phí thực hiện như thế nào?,"Căn cứ tại Tiểu mục 2 Mục 3 Kế hoạch triển khai thi hành Luật Các tổ chức tín dụng 2024 ban hành kèm theo Quyết định 257/QĐ-TTg năm 2024 có quy định về kinh phí thực hiện Kế hoạch như sau:

III. Tổ chức thực hiện...2. Kinh phí thực hiệna) Kinh phí bảo đảm thực hiện Kế hoạch này được bố trí từ nguồn ngân sách nhà nước hàng năm của các bộ, cơ quan, đơn vị, địa phương và các nguồn kinh phí hợp pháp khác theo quy định của pháp luật.b) Các cơ quan được phân công chủ trì thực hiện nhiệm vụ theo Kế hoạch này có trách nhiệm lập kế hoạch, dự toán, quyết toán, quản lý sử dụng và báo cáo cấp có thẩm quyền phê duyệt theo quy định của pháp luật.c) Đối với các nhiệm vụ triển khai trong năm 2024, các bộ, cơ quan, đơn vị, địa phương chủ động bố trí trong nguồn ngân sách nhà nước được giao năm 2024 để triển khai thực hiện theo quy định pháp luật./.

Như vậy, kinh phí thực hiện Kế hoạch triển khai thi hành Luật Các tổ chức tín dụng 2024 như sau:
- Kinh phí bảo đảm thực hiện Kế hoạch này được bố trí từ nguồn ngân sách nhà nước hàng năm của các bộ, cơ quan, đơn vị, địa phương và các nguồn kinh phí hợp pháp khác theo quy định của pháp luật.- Các cơ quan được phân công chủ trì thực hiện nhiệm vụ theo Kế hoạch này có trách nhiệm lập kế hoạch, dự toán, quyết toán, quản lý sử dụng và báo cáo cấp có thẩm quyền phê duyệt theo quy định của pháp luật.- Đối với các nhiệm vụ triển khai trong năm 2024, các bộ, cơ quan, đơn vị, địa phương chủ động bố trí trong nguồn ngân sách nhà nước được giao năm 2024 để triển khai thực hiện theo quy định pháp luật."
"Tin mới cho biết Ngân hàng Nhà nước sửa Thông tư 16/2019 để cho phép các công ty tài chính (cả tổng hợp lẫn chuyên ngành) được giao dịch mua, bán tín phiếu của Ngân hàng Nhà nước — điều này có đúng không?","Ngân hàng Nhà nước đang dự thảo Thông tư sửa đổi, bổ sung khoản 2 Điều 2 Thông tư 16/2019/TT-NHNN quy định về phát hành tín phiếu Ngân hàng Nhà nước.

Cụ thể, tại Điều 1 Dự thảo Thông tư sửa đổi, bổ sung khoản 2 Điều 2 Thông tư 16/2019/TT-NHNN quy định đối tượng áp dụng như sau:

Điều 1. Sửa đổi, bổ sung khoản 2 Điều 2 Thông tư số 16/2019/TT-NHNN

“2. Ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, công ty tài chính tổng hợp, công ty tài chính chuyên ngành, ngân hàng hợp tác xã, ngân hàng chính sách (sau đây gọi là tổ chức tín dụng).”

Tại Điều 2 Thông tư 16/2019/TT-NHNN quy định như sau:

Điều 2. Đối tượng áp dụng
1. Ngân hàng Nhà nước.
2. Ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, công ty tài chính, ngân hàng hợp tác xã, ngân hàng chính sách (sau đây gọi là tổ chức tín dụng).
3. Bảo hiểm tiền gửi Việt Nam.

Tại Điều 10 Thông tư 16/2019/TT-NHNN quy định như sau:

Điều 10. Mua, bán, cầm cố tín phiếu Ngân hàng Nhà nước
1. Tổ chức tín dụng được mua, bán, cầm cố tín phiếu Ngân hàng Nhà nước với nhau, phù hợp với các quy định của pháp luật.
2. Bảo hiểm tiền gửi Việt Nam được mua tín phiếu Ngân hàng Nhà nước từ tổ chức tín dụng trên cơ sở thỏa thuận giữa Bảo hiểm tiền gửi Việt Nam và tổ chức tín dụng.

Như vậy, so với Thông tư 16/2019/TT-NHNN, Dự thảo Thông tư sửa đổi, bổ sung khoản 2 Điều 2 Thông tư 16/2019/TT-NHNN đã bổ sung đối tượng “công ty tài chính tổng hợp, công ty tài chính chuyên ngành” vào phạm vi ""tổ chức tín dụng"" được đề cập, tức là dự thảo cho phép công ty tài chính tổng hợp và công ty tài chính chuyên ngành được thuộc đối tượng được mua, bán, cầm cố tín phiếu Ngân hàng Nhà nước theo quy định trong Thông tư (tham chiếu Điều 10)."
"Khái niệm pháp lý về ""tín phiếu Ngân hàng Nhà nước"" được hiểu thế nào theo Thông tư 16/2019?","Căn cứ tại khoản 1 Điều 3 Thông tư 16/2019/TT-NHNN có quy định về tín phiếu Ngân hàng nhà nước như sau:

Điều 3. Giải thích từ ngữ
1. Tín phiếu Ngân hàng Nhà nước là giấy tờ có giá ngắn hạn do Ngân hàng Nhà nước phát hành để thực hiện chính sách tiền tệ quốc gia....

Như vậy, tín phiếu Ngân hàng Nhà nước là giấy tờ có giá ngắn hạn do Ngân hàng Nhà nước phát hành để thực hiện chính sách tiền tệ quốc gia."
"Theo quy định hiện hành, tín phiếu Ngân hàng Nhà nước được phát hành bằng những cách nào và điều kiện áp dụng từng cách ra sao?","Căn cứ tại Điều 6 Thông tư 16/2019/TT-NHNN có quy định về phương thức phát hành tín phiếu Ngân hàng Nhà nước như sau:

- Tín phiếu Ngân hàng Nhà nước được phát hành theo phương thức đấu thầu hoặc phương thức bắt buộc.
- Đối với phát hành theo phương thức đấu thầu: Việc phát hành tín phiếu Ngân hàng Nhà nước theo phương thức đấu thầu được thực hiện theo quy định của Ngân hàng Nhà nước về đấu thầu qua nghiệp vụ thị trường mở.
- Đối với phát hành theo phương thức bắt buộc:
+ Căn cứ vào mục tiêu chính sách tiền tệ trong từng thời kỳ và tình hình thực tế, Ngân hàng Nhà nước quyết định phát hành tín phiếu Ngân hàng Nhà nước theo phương thức bắt buộc đối với tổ chức tín dụng. Tổ chức tín dụng phải thực hiện mua tín phiếu Ngân hàng Nhà nước phát hành theo phương thức bắt buộc theo Quyết định của Thống đốc Ngân hàng Nhà nước.
+ Trường hợp cần thiết Ngân hàng Nhà nước có thể xem xét mua lại trước hạn tín phiếu Ngân hàng Nhà nước phát hành theo phương thức bắt buộc. Thống đốc Ngân hàng Nhà nước quyết định việc mua lại trước hạn tín phiếu Ngân hàng Nhà nước phát hành theo phương thức bắt buộc."
Quy trình và quy định thanh toán khi mua/tới hạn tín phiếu Ngân hàng Nhà nước được thực hiện như thế nào theo Thông tư 16/2019?,"Căn cứ tại Điều 7 Thông tư 16/2019/TT-NHNN có quy định về thanh toán tín phiếu Ngân hàng Nhà nước như sau:

- Tổ chức tín dụng thanh toán số tiền mua tín phiếu Ngân hàng Nhà nước phát hành theo phương thức đấu thầu thực hiện theo quy định của Ngân hàng Nhà nước về nghiệp vụ thị trường mở.
- Tổ chức tín dụng thanh toán số tiền mua tín phiếu Ngân hàng Nhà nước phát hành theo phương thức bắt buộc như sau: Tổ chức tín dụng phải chuyển tiền mua tín phiếu Ngân hàng Nhà nước vào tài khoản theo chỉ định của Ngân hàng Nhà nước trong ngày thanh toán tín phiếu Ngân hàng Nhà nước. Tổ chức tín dụng phải đảm bảo ghi đầy đủ thông tin trên lệnh chuyển tiền theo yêu cầu của Ngân hàng Nhà nước.
- Vào ngày tín phiếu Ngân hàng Nhà nước đến hạn thanh toán, Ngân hàng Nhà nước thực hiện thanh toán số tiền bằng mệnh giá tín phiếu Ngân hàng Nhà nước cho tổ chức tín dụng. Trường hợp ngày tín phiếu Ngân hàng Nhà nước đến hạn thanh toán là ngày nghỉ cuối tuần hoặc ngày nghỉ lễ thì việc thanh toán tín phiếu Ngân hàng Nhà nước được thực hiện vào ngày làm việc liền kề tiếp theo ngày nghỉ đó."
"Trong những trường hợp nào doanh nghiệp, hợp tác xã hoặc hộ kinh doanh được ngân sách hỗ trợ một phần lãi suất khi vay vốn tại ngân hàng thương mại?","Căn cứ theo Điều 2 Nghị định 31/2022/NĐ-CP quy định như sau:
Điều 2. Đối tượng áp dụng
1. Ngân hàng thương mại được thành lập và hoạt động theo quy định của Luật Các tổ chức tín dụng.
2. Doanh nghiệp, hợp tác xã, hộ kinh doanh được hỗ trợ lãi suất (sau đây gọi là khách hàng) thuộc một trong các trường hợp sau:
a) Có mục đích sử dụng vốn vay thuộc một trong các ngành đã được đăng ký kinh doanh quy định tại Quyết định số 27/2018/QĐ-TTg ngày 06 tháng 7 năm 2018 của Thủ tướng Chính phủ ban hành hệ thống ngành kinh tế Việt Nam, bao gồm: hàng không, vận tải kho bãi (H), du lịch (N79), dịch vụ lưu trú, ăn uống (I), giáo dục và đào tạo (P), nông nghiệp, lâm nghiệp và thủy sản (A), công nghiệp chế biến, chế tạo (C), xuất bản phần mềm (J582), Lập trình máy vi tính và hoạt động liên quan (J-62), hoạt động dịch vụ thông tin (J-63); trong đó có hoạt động xây dựng phục vụ trực tiếp cho các ngành kinh tế nói trên nhưng không bao gồm hoạt động xây dựng cho mục đích kinh doanh bất động sản quy định tại mã ngành kinh tế (L) theo Quyết định số 27/2018/QĐ-TTg .
b) Có mục đích sử dụng vốn vay để thực hiện dự án xây dựng nhà ở xã hội, nhà ở cho công nhân, cải tạo chung cư cũ thuộc danh mục dự án do Bộ Xây dựng tổng hợp, công bố.
3. Tổ chức, cá nhân khác có liên quan.

Theo đó, doanh nghiệp được hỗ trợ lãi suất vay ngân hàng thương mại đối với các khoản vay bằng đồng Việt Nam nếu thuộc một trong các trường hợp dưới đây:
- Có mục đích sử dụng vốn vay thuộc một trong các ngành đã được đăng ký kinh doanh quy định tại Quyết định 27/2018/QĐ-TTg năm 2018, gồm: hàng không, vận tải kho bãi, du lịch, dịch vụ lưu trú, ăn uống, giáo dục và đào tạo, nông nghiệp, lâm nghiệp và thủy sản, công nghiệp chế biến, chế tạo, xuất bản phần mềm, Lập trình máy vi tính và hoạt động liên quan, hoạt động dịch vụ thông tin. Trong đó có hoạt động xây dựng phục vụ trực tiếp cho các ngành kinh tế nói trên nhưng không bao gồm hoạt động xây dựng cho mục đích kinh doanh bất động sản quy định tại mã ngành kinh tế theo Quyết định 27/2018/QĐ-TTg năm 2018.
- Có mục đích sử dụng vốn vay để thực hiện dự án xây dựng nhà ở xã hội, nhà ở cho công nhân, cải tạo chung cư cũ thuộc danh mục dự án do Bộ Xây dựng tổng hợp, công bố."
Những nguyên tắc nào được áp dụng khi thực hiện chính sách hỗ trợ một phần lãi suất từ ngân sách nhà nước cho khoản vay của doanh nghiệp?,"Căn cứ theo Điều 3 Nghị định 31/2022/NĐ-CP, nguyên tắc hỗ trợ lãi suất từ ngân sách nhà nước đối với khoản vay của doanh nghiệp, hợp tác xã, hộ kinh doanh đó là:
- Việc hỗ trợ lãi suất bảo đảm công khai, minh bạch, đúng đối tượng, đúng mục đích, tránh trục lợi chính sách.
- Ngân sách nhà nước bố trí đầy đủ, kịp thời nguồn kinh phí hỗ trợ lãi suất để các ngân hàng thương mại thực hiện hỗ trợ lãi suất đối với khách hàng.
- Ngân hàng thương mại thực hiện hỗ trợ lãi suất đảm bảo đúng quy định, tạo thuận lợi cho khách hàng.
- Khách hàng có khả năng trả nợ, có khả năng phục hồi theo đánh giá nội bộ của ngân hàng thương mại, sử dụng vốn vay được hỗ trợ lãi suất đúng mục đích, có trách nhiệm trong việc phối hợp với ngân hàng thương mại thực hiện hỗ trợ lãi suất.
- Việc hỗ trợ lãi suất áp dụng đối với nghĩa vụ trả nợ lãi tại các kỳ hạn trả nợ lãi mà thời điểm trả nợ phát sinh trong khoảng thời gian từ ngày 20/05/2022 đến ngày 31/12/2023.
- Ngân hàng thương mại dừng hỗ trợ lãi suất sau thời điểm 31/12/2023 hoặc khi hết nguồn kinh phí (hạn mức hỗ trợ lãi suất) được thông báo, tùy theo thời điểm nào đến trước."
Trong những tình huống nào một khoản vay bằng đồng Việt Nam sẽ bị loại khỏi diện tiếp tục nhận hỗ trợ lãi suất theo Nghị định 31/2022/NĐ-CP?,"Căn cứ theo khoản 3 Điều 4 Nghị định 31/2022/NĐ-CP quy định như sau:
Điều 4. Điều kiện được hỗ trợ lãi suất
1. Khách hàng có đề nghị được hỗ trợ lãi suất, đáp ứng các điều kiện vay vốn theo quy định của pháp luật hiện hành về hoạt động cho vay của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài đối với khách hàng.
2. Khoản vay được hỗ trợ lãi suất là khoản vay bằng đồng Việt Nam, được ký kết thỏa thuận cho vay và giải ngân trong khoảng thời gian từ ngày 01 tháng 01 năm 2022 đến ngày 31 tháng 12 năm 2023, sử dụng vốn đúng mục đích theo quy định tại khoản 2 Điều 2 Nghị định này và chưa được hỗ trợ lãi suất từ ngân sách nhà nước theo các chính sách khác.
3. Khoản vay không được tiếp tục hỗ trợ lãi suất trong các trường hợp sau:
a) Khoản vay có số dư nợ gốc bị quá hạn và/hoặc số dư lãi chậm trả không được hỗ trợ lãi suất đối với nghĩa vụ trả nợ lãi tại kỳ hạn trả nợ lãi mà thời điểm trả nợ nằm trong khoảng thời gian có số dư nợ gốc bị quá hạn và/hoặc số dư lãi chậm trả. Khoản vay chỉ được tiếp tục hỗ trợ lãi suất đối với các kỳ hạn trả nợ lãi tiếp theo sau khi khách hàng đã trả hết số dư nợ gốc bị quá hạn và/hoặc số dư lãi chậm trả.
b) Khoản vay được gia hạn nợ không được hỗ trợ lãi suất đối với thời gian gia hạn nợ.

Như vậy, khoản vay không được tiếp tục hỗ trợ lãi suất vay ngân hàng trong các trường hợp dưới đây:
- Khoản vay có số dư nợ gốc bị quá hạn và/hoặc số dư lãi chậm trả không được hỗ trợ lãi suất đối với nghĩa vụ trả nợ lãi tại kỳ hạn trả nợ lãi mà thời điểm trả nợ nằm trong khoảng thời gian có số dư nợ gốc bị quá hạn và/hoặc số dư lãi chậm trả.
- Khoản vay được gia hạn nợ không được hỗ trợ lãi suất đối với thời gian gia hạn nợ."
"Từ ngày 14/5/2024, theo quy định hiện hành thì nguyên tắc in ký hiệu seri trên các tờ tiền mới được thực hiện ra sao?","Căn cứ tại khoản 1 Điều 5 Thông tư 01/2024/TT-NHNN (có hiệu lực từ ngày 14/5/2024) có quy định về nguyên tắc in seri trong quá trình in tiền của cơ sở in, đúc tiền như sau:

Điều 5. Nguyên tắc in, quản lý seri trong quá trình in tiền của cơ sở in, đúc tiền
1. Nguyên tắc in seri trong quá trình in tiền
a) Đối với các loại tiền Ngân hàng Nhà nước công bố phát hành trước năm 2003, seri gồm vần seri và dãy số tự nhiên gồm 07 chữ số in từ 0000001 trở đi;
b) Đối với các loại tiền Ngân hàng Nhà nước công bố phát hành từ năm 2003 trở đi, seri gồm vần seri và dãy số tự nhiên gồm 08 chữ số, trong đó hai chữ số liền kề với vần seri là hai chữ số cuối của năm sản xuất tờ tiền, 06 chữ số tiếp theo là dãy số tự nhiên in từ 000001 trở đi;
c) Mỗi tờ tiền có một seri riêng.

Như vậy, từ ngày 14/5/2024, nguyên tắc in seri tiền mới như sau:
- Đối với các loại tiền Ngân hàng Nhà nước công bố phát hành trước năm 2003, seri gồm vần seri và dãy số tự nhiên gồm 07 chữ số in từ 0000001 trở đi;
- Đối với các loại tiền Ngân hàng Nhà nước công bố phát hành từ năm 2003 trở đi, seri gồm vần seri và dãy số tự nhiên gồm 08 chữ số, trong đó hai chữ số liền kề với vần seri là hai chữ số cuối của năm sản xuất tờ tiền, 06 chữ số tiếp theo là dãy số tự nhiên in từ 000001 trở đi;
- Mỗi tờ tiền có một seri riêng."
